GR,NPHI,RHOB,RT,DEPTH
39.231,0.168,2.503,10.172,4347.5
40.076,0.168,2.503,9.766,4347.6
39.417,0.169,2.499,9.955,4347.7
38.303,0.17,2.491,7.163,4347.8
39.044,0.172,2.478,5.637,4347.9
40.605,0.175,2.466,5.705,4348.0
40.565,0.177,2.455,6.898,4348.1
39.59,0.18,2.446,9.193,4348.2
40.469,0.182,2.44,10.336,4348.3
40.403,0.184,2.438,11.621,4348.4
38.588,0.185,2.44,11.317,4348.5
38.999,0.185,2.443,11.254,4348.6
40.064,0.184,2.443,17.651,4348.7
40.606,0.181,2.44,14.142,4348.8
39.756,0.185,2.434,26.264,4348.9
40.04,0.186,2.429,54.132,4349.0
39.636,0.186,2.428,87.795,4349.1
38.738,0.189,2.43,47.363,4349.2
38.974,0.19,2.434,25.373,4349.3
39.214,0.192,2.437,23.671,4349.4
40.589,0.191,2.435,21.978,4349.5
41.711,0.186,2.429,23.946,4349.6
41.272,0.183,2.421,19.571,4349.7
39.504,0.18,2.413,25.931,4349.8
37.755,0.178,2.405,35.531,4349.9
36.841,0.179,2.393,45.241,4350.0
37.308,0.178,2.378,34.687,4350.1
37.025,0.183,2.358,20.0,4350.2
35.78,0.184,2.335,17.609,4350.3
34.57,0.187,2.317,18.043,4350.4
33.291,0.19,2.305,13.167,4350.5
33.073,0.194,2.299,9.278,4350.6
32.72,0.197,2.294,9.458,4350.7
32.647,0.199,2.29,9.565,4350.8
31.863,0.198,2.285,11.337,4350.9
31.56,0.197,2.282,16.349,4351.0
30.008,0.199,2.283,22.745,4351.1
29.996,0.198,2.286,23.284,4351.2
30.244,0.195,2.29,24.578,4351.3
30.195,0.197,2.292,20.726,4351.4
29.705,0.192,2.293,18.339,4351.5
28.954,0.189,2.295,18.98,4351.6
28.489,0.185,2.299,19.721,4351.7
28.588,0.183,2.304,20.242,4351.8
28.935,0.179,2.311,21.314,4351.9
28.851,0.171,2.319,21.624,4352.0
28.38,0.159,2.329,20.561,4352.1
27.111,0.146,2.344,18.154,4352.2
26.534,0.135,2.361,16.124,4352.3
26.448,0.125,2.378,18.602,4352.4
26.63,0.115,2.394,24.994,4352.5
26.569,0.107,2.407,32.863,4352.6
26.876,0.1,2.419,32.186,4352.7
27.647,0.094,2.431,29.524,4352.8
28.03,0.092,2.445,37.3,4352.9
28.48,0.095,2.455,56.281,4353.0
27.874,0.1,2.458,77.072,4353.1
26.501,0.106,2.451,96.311,4353.2
25.216,0.111,2.438,104.559,4353.3
24.704,0.114,2.423,89.534,4353.4
24.586,0.115,2.41,72.375,4353.5
25.089,0.115,2.399,64.88,4353.6
24.574,0.114,2.391,64.456,4353.7
23.694,0.113,2.385,63.921,4353.8
23.336,0.11,2.38,62.886,4353.9
23.491,0.108,2.376,58.93,4354.0
23.568,0.106,2.37,57.115,4354.1
23.235,0.106,2.365,49.632,4354.2
22.329,0.106,2.362,44.821,4354.3
22.216,0.107,2.361,41.438,4354.4
21.777,0.109,2.359,35.597,4354.5
20.753,0.111,2.355,33.76,4354.6
20.914,0.116,2.35,32.82,4354.7
21.098,0.115,2.347,31.369,4354.8
20.409,0.118,2.346,31.482,4354.9
20.154,0.121,2.347,33.104,4355.0
20.162,0.125,2.347,33.181,4355.1
20.401,0.128,2.342,32.607,4355.2
21.099,0.132,2.331,32.208,4355.3
20.513,0.139,2.317,32.25,4355.4
20.187,0.143,2.305,32.096,4355.5
20.319,0.145,2.299,32.433,4355.6
19.823,0.147,2.301,33.197,4355.7
19.531,0.149,2.31,33.657,4355.8
19.384,0.15,2.321,33.588,4355.9
20.797,0.15,2.331,33.62,4356.0
21.285,0.147,2.335,33.81,4356.1
20.916,0.15,2.335,33.638,4356.2
20.863,0.149,2.331,33.762,4356.3
20.473,0.148,2.325,33.673,4356.4
20.296,0.148,2.319,33.479,4356.5
20.043,0.15,2.314,33.626,4356.6
19.435,0.151,2.31,34.531,4356.7
19.355,0.152,2.308,34.179,4356.8
20.07,0.152,2.307,33.943,4356.9
19.952,0.149,2.308,33.805,4357.0
19.789,0.152,2.313,33.993,4357.1
20.014,0.152,2.321,34.563,4357.2
21.487,0.15,2.331,34.718,4357.3
20.828,0.143,2.343,34.107,4357.4
20.236,0.137,2.356,34.037,4357.5
20.043,0.127,2.373,35.144,4357.6
20.257,0.117,2.394,35.784,4357.7
19.616,0.105,2.42,36.963,4357.8
19.192,0.093,2.449,38.106,4357.9
18.464,0.083,2.477,39.076,4358.0
18.347,0.075,2.499,39.932,4358.1
18.777,0.073,2.509,39.962,4358.2
18.659,0.075,2.505,40.091,4358.3
18.154,0.082,2.489,40.623,4358.4
18.208,0.09,2.467,41.251,4358.5
18.166,0.096,2.447,42.087,4358.6
18.146,0.1,2.43,42.786,4358.7
18.471,0.101,2.418,43.181,4358.8
18.589,0.101,2.41,43.84,4358.9
18.562,0.101,2.404,44.385,4359.0
18.978,0.104,2.398,45.229,4359.1
18.878,0.105,2.391,45.309,4359.2
18.217,0.102,2.384,45.645,4359.3
17.837,0.106,2.379,45.957,4359.4
17.996,0.106,2.377,46.245,4359.5
18.352,0.106,2.378,46.412,4359.6
18.769,0.104,2.381,46.613,4359.7
18.81,0.102,2.384,46.987,4359.8
19.357,0.1,2.384,47.727,4359.9
19.967,0.096,2.382,49.082,4360.0
19.807,0.1,2.378,49.706,4360.1
19.165,0.102,2.372,50.196,4360.2
19.137,0.103,2.366,50.398,4360.3
19.448,0.103,2.362,50.191,4360.4
19.076,0.099,2.363,50.238,4360.5
18.937,0.097,2.368,50.294,4360.6
19.338,0.096,2.376,50.353,4360.7
19.418,0.093,2.385,49.471,4360.8
18.948,0.094,2.392,49.498,4360.9
18.625,0.094,2.397,50.88,4361.0
18.95,0.092,2.4,52.592,4361.1
19.266,0.094,2.401,52.835,4361.2
19.61,0.101,2.402,51.563,4361.3
19.57,0.104,2.401,50.619,4361.4
19.438,0.115,2.394,51.823,4361.5
19.456,0.124,2.38,52.867,4361.6
19.019,0.133,2.364,52.393,4361.7
19.054,0.139,2.348,52.37,4361.8
18.584,0.14,2.337,53.431,4361.9
19.078,0.14,2.33,54.675,4362.0
19.825,0.139,2.325,52.909,4362.1
19.853,0.14,2.318,51.976,4362.2
20.304,0.142,2.308,52.67,4362.3
19.618,0.145,2.298,51.908,4362.4
19.752,0.148,2.288,51.178,4362.5
19.642,0.151,2.28,51.954,4362.6
18.997,0.152,2.275,52.936,4362.7
18.732,0.152,2.271,53.243,4362.8
17.955,0.152,2.269,53.395,4362.9
18.772,0.151,2.268,52.926,4363.0
18.987,0.15,2.268,53.997,4363.1
19.355,0.15,2.269,54.458,4363.2
19.724,0.151,2.272,54.405,4363.3
19.887,0.152,2.278,54.833,4363.4
19.836,0.155,2.284,54.563,4363.5
19.619,0.15,2.291,59.137,4363.6
19.736,0.148,2.301,60.731,4363.7
19.424,0.146,2.318,53.898,4363.8
19.432,0.146,2.339,50.197,4363.9
19.378,0.146,2.358,51.598,4364.0
20.364,0.143,2.371,52.888,4364.1
20.584,0.138,2.376,54.614,4364.2
20.382,0.131,2.375,56.196,4364.3
20.085,0.128,2.37,56.491,4364.4
20.397,0.129,2.361,57.753,4364.5
20.392,0.132,2.346,59.423,4364.6
20.238,0.134,2.329,59.03,4364.7
20.344,0.137,2.314,56.858,4364.8
20.023,0.14,2.303,55.667,4364.9
19.599,0.148,2.295,54.487,4365.0
18.477,0.152,2.288,54.249,4365.1
17.904,0.152,2.282,53.662,4365.2
18.451,0.155,2.273,53.385,4365.3
17.259,0.154,2.261,54.222,4365.4
16.813,0.154,2.249,55.49,4365.5
16.981,0.155,2.238,55.73,4365.6
17.555,0.157,2.229,56.456,4365.7
16.956,0.159,2.223,56.35,4365.8
17.971,0.162,2.22,56.154,4365.9
18.257,0.162,2.219,56.235,4366.0
18.454,0.164,2.221,55.446,4366.1
18.875,0.167,2.225,55.4,4366.2
18.722,0.167,2.229,56.127,4366.3
18.564,0.164,2.232,57.435,4366.4
18.146,0.166,2.233,58.066,4366.5
18.564,0.168,2.234,57.974,4366.6
19.907,0.171,2.234,57.475,4366.7
19.452,0.166,2.234,56.7,4366.8
18.976,0.165,2.233,56.263,4366.9
18.508,0.167,2.232,57.78,4367.0
18.558,0.167,2.233,57.294,4367.1
19.045,0.166,2.236,56.601,4367.2
18.487,0.166,2.24,57.467,4367.3
19.094,0.166,2.242,56.086,4367.4
18.923,0.166,2.245,53.604,4367.5
19.166,0.165,2.25,51.216,4367.6
20.118,0.161,2.26,47.53,4367.7
20.608,0.153,2.276,45.414,4367.8
20.498,0.142,2.297,48.863,4367.9
19.167,0.13,2.321,64.746,4368.0
17.267,0.114,2.345,67.788,4368.1
17.303,0.1,2.367,70.516,4368.2
17.396,0.086,2.39,73.716,4368.3
16.913,0.073,2.422,71.861,4368.4
16.547,0.06,2.467,69.009,4368.5
16.318,0.049,2.526,65.178,4368.6
16.706,0.04,2.589,68.164,4368.7
15.899,0.032,2.642,70.96,4368.8
15.824,0.03,2.68,73.589,4368.9
16.791,0.027,2.701,74.771,4369.0
16.578,0.025,2.712,78.089,4369.1
16.8,0.024,2.716,79.17,4369.2
16.662,0.026,2.714,79.94,4369.3
16.351,0.028,2.704,83.298,4369.4
17.006,0.031,2.687,81.971,4369.5
16.96,0.034,2.667,82.297,4369.6
17.249,0.037,2.651,83.46,4369.7
16.89,0.04,2.64,83.301,4369.8
16.957,0.041,2.629,82.945,4369.9
17.331,0.04,2.613,78.559,4370.0
18.305,0.042,2.59,73.391,4370.1
18.159,0.042,2.563,71.042,4370.2
17.051,0.041,2.537,74.447,4370.3
16.056,0.041,2.513,70.188,4370.4
16.92,0.043,2.491,62.825,4370.5
18.087,0.044,2.473,61.687,4370.6
17.917,0.047,2.456,54.87,4370.7
18.058,0.053,2.442,51.882,4370.8
17.576,0.061,2.431,32.198,4370.9
17.741,0.068,2.419,22.792,4371.0
16.999,0.078,2.405,23.032,4371.1
16.886,0.09,2.385,16.617,4371.2
17.707,0.106,2.361,12.162,4371.3
17.501,0.125,2.336,12.79,4371.4
17.105,0.144,2.317,9.319,4371.5
18.07,0.16,2.308,9.076,4371.6
18.054,0.173,2.312,8.974,4371.7
17.799,0.182,2.33,12.98,4371.8
16.664,0.189,2.358,37.608,4371.9
16.842,0.192,2.392,47.625,4372.0
16.797,0.192,2.421,35.467,4372.1
15.848,0.19,2.438,28.518,4372.2
15.633,0.19,2.44,26.452,4372.3
15.209,0.187,2.431,34.467,4372.4
15.372,0.185,2.418,45.666,4372.5
14.75,0.183,2.399,38.038,4372.6
15.08,0.178,2.375,32.521,4372.7
15.594,0.174,2.349,37.136,4372.8
16.412,0.174,2.327,46.377,4372.9
16.339,0.17,2.314,58.832,4373.0
15.587,0.167,2.306,67.224,4373.1
15.802,0.163,2.301,74.978,4373.2
17.129,0.158,2.298,91.02,4373.3
17.742,0.151,2.298,106.189,4373.4
18.402,0.144,2.3,123.332,4373.5
20.436,0.14,2.306,140.916,4373.6
23.101,0.136,2.314,422.773,4373.7
25.963,0.132,2.325,32075.068,4373.8
30.334,0.13,2.338,62290.77,4373.9
35.71,0.132,2.355,62203.191,4374.0
40.121,0.138,2.376,31179.805,4374.1
46.291,0.146,2.401,39.802,4374.2
52.564,0.161,2.43,11.639,4374.3
61.306,0.169,2.459,8.068,4374.4
65.965,0.178,2.487,7.612,4374.5
67.816,0.189,2.511,6.463,4374.6
68.58,0.195,2.533,5.59,4374.7
70.001,0.205,2.555,5.727,4374.8
70.146,0.216,2.576,4.558,4374.9
70.631,0.222,2.593,3.113,4375.0
70.276,0.228,2.601,2.69,4375.1
70.348,0.229,2.604,2.918,4375.2
71.326,0.237,2.612,3.02,4375.3
70.728,0.243,2.63,2.629,4375.4
69.71,0.247,2.646,2.283,4375.5
70.027,0.249,2.65,2.117,4375.6
70.146,0.249,2.641,2.004,4375.7
69.657,0.248,2.622,1.965,4375.8
69.696,0.244,2.597,1.946,4375.9
69.159,0.238,2.573,1.931,4376.0
68.685,0.235,2.555,1.909,4376.1
68.775,0.235,2.542,1.927,4376.2
68.209,0.237,2.534,1.919,4376.3
67.729,0.237,2.533,1.926,4376.4
68.224,0.237,2.533,1.9,4376.5
67.377,0.238,2.532,1.917,4376.6
68.399,0.24,2.529,1.994,4376.7
68.142,0.239,2.523,2.03,4376.8
68.231,0.239,2.517,2.069,4376.9
68.12,0.241,2.512,2.092,4377.0
67.892,0.241,2.509,2.086,4377.1
67.641,0.24,2.509,2.111,4377.2
69.757,0.24,2.51,2.1,4377.3
67.17,0.239,2.51,2.085,4377.4
65.314,0.236,2.508,2.018,4377.5
65.105,0.236,2.505,1.962,4377.6
65.071,0.237,2.503,1.899,4377.7
65.378,0.237,2.504,1.882,4377.8
65.461,0.237,2.508,1.913,4377.9
66.046,0.238,2.514,1.908,4378.0
66.371,0.241,2.52,1.948,4378.1
69.279,0.246,2.524,1.948,4378.2
68.563,0.25,2.524,1.963,4378.3
64.673,0.252,2.524,1.933,4378.4
64.912,0.251,2.524,1.997,4378.5
66.039,0.25,2.528,1.935,4378.6
65.472,0.249,2.538,1.944,4378.7
62.791,0.252,2.554,1.946,4378.8
61.999,0.254,2.572,1.918,4378.9
63.619,0.256,2.588,1.85,4379.0
62.337,0.261,2.599,1.859,4379.1
63.543,0.264,2.605,1.88,4379.2
61.894,0.264,2.611,1.92,4379.3
60.85,0.262,2.616,1.934,4379.4
63.418,0.261,2.62,1.884,4379.5
63.642,0.264,2.622,1.815,4379.6
62.023,0.264,2.625,1.783,4379.7
62.586,0.264,2.63,1.747,4379.8
63.694,0.266,2.639,1.756,4379.9
64.606,0.272,2.648,1.787,4380.0
63.642,0.279,2.655,1.774,4380.1
61.612,0.285,2.654,1.741,4380.2
61.265,0.287,2.647,1.68,4380.3
62.467,0.288,2.638,1.612,4380.4
62.866,0.291,2.63,1.525,4380.5
62.481,0.291,2.622,1.497,4380.6
61.583,0.291,2.614,1.579,4380.7
64.17,0.287,2.605,1.784,4380.8
66.167,0.278,2.6,1.899,4380.9
68.78,0.27,2.598,1.997,4381.0
67.812,0.265,2.602,2.046,4381.1
68.238,0.266,2.608,2.018,4381.2
68.737,0.267,2.613,1.948,4381.3
65.682,0.27,2.613,1.913,4381.4
66.281,0.272,2.61,1.935,4381.5
64.818,0.272,2.602,1.938,4381.6
63.934,0.27,2.593,1.964,4381.7
63.159,0.268,2.587,1.981,4381.8
63.297,0.268,2.587,1.992,4381.9
65.618,0.268,2.59,1.992,4382.0
66.298,0.267,2.593,1.963,4382.1
66.316,0.262,2.593,1.937,4382.2
66.026,0.256,2.587,1.927,4382.3
65.596,0.251,2.577,1.927,4382.4
65.708,0.248,2.564,1.926,4382.5
65.998,0.246,2.551,1.926,4382.6
65.727,0.246,2.541,1.917,4382.7
67.348,0.248,2.534,1.895,4382.8
68.63,0.251,2.529,1.88,4382.9
67.391,0.253,2.527,1.891,4383.0
67.428,0.251,2.527,1.882,4383.1
65.486,0.249,2.528,1.874,4383.2
62.75,0.248,2.529,1.828,4383.3
61.959,0.249,2.531,1.787,4383.4
62.569,0.25,2.533,1.794,4383.5
62.949,0.25,2.532,1.843,4383.6
62.959,0.249,2.53,1.771,4383.7
60.013,0.246,2.527,1.723,4383.8
61.365,0.241,2.525,1.745,4383.9
60.281,0.235,2.521,1.732,4384.0
59.137,0.229,2.515,1.717,4384.1
58.731,0.227,2.509,1.682,4384.2
58.793,0.229,2.507,1.659,4384.3
58.197,0.234,2.514,1.724,4384.4
57.607,0.239,2.52,1.521,4384.5
59.192,0.241,2.527,1.423,4384.6
59.044,0.239,2.526,1.443,4384.7
59.444,0.233,2.517,1.514,4384.8
58.725,0.225,2.508,1.522,4384.9
60.169,0.218,2.503,1.521,4385.0
61.634,0.215,2.504,1.505,4385.1
60.283,0.215,2.508,1.501,4385.2
58.689,0.216,2.511,1.474,4385.3
58.14,0.215,2.512,1.469,4385.4
57.218,0.212,2.513,1.438,4385.5
60.68,0.21,2.514,1.465,4385.6
58.585,0.21,2.515,1.471,4385.7
58.92,0.213,2.515,1.449,4385.8
59.666,0.218,2.512,1.472,4385.9
60.307,0.22,2.507,1.459,4386.0
58.761,0.227,2.501,1.46,4386.1
59.837,0.228,2.498,1.477,4386.2
63.268,0.226,2.499,1.489,4386.3
62.751,0.222,2.502,1.478,4386.4
63.741,0.219,2.505,1.473,4386.5
66.101,0.215,2.509,1.462,4386.6
66.223,0.217,2.513,1.461,4386.7
64.656,0.219,2.521,1.454,4386.8
63.64,0.223,2.53,1.444,4386.9
62.783,0.228,2.538,1.422,4387.0
61.692,0.232,2.542,1.426,4387.1
60.714,0.234,2.542,1.441,4387.2
60.27,0.233,2.542,1.436,4387.3
59.742,0.234,2.54,1.452,4387.4
61.768,0.233,2.536,1.467,4387.5
64.346,0.23,2.531,1.484,4387.6
64.434,0.225,2.527,1.49,4387.7
65.543,0.224,2.527,1.488,4387.8
66.996,0.222,2.527,1.475,4387.9
67.15,0.222,2.528,1.457,4388.0
67.536,0.223,2.528,1.431,4388.1
68.04,0.224,2.529,1.423,4388.2
65.884,0.225,2.528,1.416,4388.3
63.318,0.223,2.524,1.421,4388.4
64.971,0.223,2.52,1.429,4388.5
65.852,0.224,2.518,1.421,4388.6
64.094,0.224,2.52,1.422,4388.7
64.336,0.225,2.526,1.424,4388.8
63.252,0.227,2.533,1.425,4388.9
64.271,0.228,2.54,1.435,4389.0
65.942,0.228,2.543,1.437,4389.1
63.027,0.224,2.543,1.443,4389.2
63.596,0.218,2.54,1.443,4389.3
64.361,0.214,2.537,1.438,4389.4
63.677,0.213,2.535,1.427,4389.5
65.685,0.213,2.534,1.429,4389.6
66.568,0.214,2.535,1.432,4389.7
64.408,0.217,2.537,1.435,4389.8
62.843,0.219,2.536,1.445,4389.9
62.419,0.22,2.53,1.446,4390.0
62.158,0.218,2.52,1.451,4390.1
61.107,0.215,2.514,1.452,4390.2
63.393,0.214,2.512,1.432,4390.3
65.221,0.216,2.513,1.422,4390.4
63.487,0.218,2.515,1.438,4390.5
61.344,0.22,2.516,1.462,4390.6
59.416,0.221,2.517,1.46,4390.7
57.575,0.22,2.516,1.459,4390.8
57.784,0.219,2.515,1.446,4390.9
57.83,0.217,2.516,1.426,4391.0
58.371,0.214,2.521,1.421,4391.1
57.112,0.211,2.529,1.438,4391.2
56.628,0.211,2.539,1.438,4391.3
55.284,0.212,2.548,1.445,4391.4
55.71,0.213,2.555,1.443,4391.5
58.494,0.217,2.557,1.435,4391.6
57.991,0.22,2.555,1.425,4391.7
57.257,0.221,2.553,1.426,4391.8
56.098,0.223,2.556,1.444,4391.9
55.811,0.226,2.563,1.432,4392.0
55.006,0.229,2.57,1.434,4392.1
54.079,0.232,2.572,1.416,4392.2
53.329,0.232,2.57,1.416,4392.3
53.171,0.228,2.567,1.384,4392.4
52.936,0.222,2.563,1.392,4392.5
52.081,0.221,2.559,1.406,4392.6
49.968,0.22,2.553,1.449,4392.7
49.532,0.221,2.547,1.46,4392.8
49.315,0.221,2.541,1.501,4392.9
51.154,0.219,2.537,1.516,4393.0
52.009,0.217,2.535,1.54,4393.1
52.555,0.216,2.537,1.554,4393.2
52.635,0.213,2.54,1.53,4393.3
50.434,0.216,2.541,1.549,4393.4
51.475,0.216,2.54,1.535,4393.5
50.129,0.216,2.539,1.537,4393.6
47.642,0.217,2.539,1.524,4393.7
47.937,0.217,2.54,1.524,4393.8
49.294,0.216,2.54,1.528,4393.9
48.151,0.215,2.542,1.532,4394.0
47.239,0.214,2.546,1.531,4394.1
47.216,0.21,2.551,1.533,4394.2
47.352,0.212,2.555,1.525,4394.3
47.527,0.21,2.557,1.517,4394.4
48.714,0.206,2.556,1.514,4394.5
50.296,0.204,2.552,1.509,4394.6
49.001,0.203,2.547,1.506,4394.7
47.165,0.201,2.54,1.506,4394.8
47.654,0.204,2.53,1.501,4394.9
47.631,0.203,2.521,1.496,4395.0
46.912,0.201,2.514,1.509,4395.1
48.051,0.197,2.509,1.514,4395.2
47.436,0.193,2.507,1.51,4395.3
46.744,0.171,2.508,1.489,4395.4
46.686,0.183,2.508,1.477,4395.5
43.805,0.186,2.508,1.469,4395.6
43.002,0.187,2.505,1.47,4395.7
44.31,0.187,2.501,1.52,4395.8
43.231,0.184,2.496,1.575,4395.9
43.977,0.181,2.491,1.584,4396.0
43.225,0.182,2.49,1.568,4396.1
43.955,0.181,2.492,1.587,4396.2
44.32,0.183,2.497,1.618,4396.3
43.396,0.182,2.502,1.648,4396.4
44.484,0.18,2.507,1.632,4396.5
42.803,0.179,2.51,1.497,4396.6
42.109,0.177,2.51,1.326,4396.7
40.291,0.173,2.51,1.236,4396.8
40.019,0.172,2.512,1.488,4396.9
38.667,0.165,2.52,1.523,4397.0
38.555,0.159,2.531,1.468,4397.1
38.947,0.155,2.544,1.544,4397.2
38.293,0.151,2.557,1.725,4397.3
36.791,0.153,2.567,1.88,4397.4
35.611,0.154,2.573,1.969,4397.5
35.503,0.153,2.575,1.972,4397.6
37.956,0.15,2.576,2.027,4397.7
38.135,0.152,2.58,2.419,4397.8
36.903,0.153,2.587,2.748,4397.9
35.228,0.161,2.596,2.866,4398.0
35.553,0.162,2.605,2.585,4398.1
36.695,0.166,2.611,2.585,4398.2
36.031,0.171,2.62,2.787,4398.3
36.433,0.175,2.633,3.564,4398.4
36.387,0.179,2.651,3.758,4398.5
35.158,0.184,2.666,3.402,4398.6
36.625,0.184,2.674,3.431,4398.7
38.951,0.182,2.673,3.558,4398.8
41.74,0.182,2.663,3.462,4398.9
40.45,0.181,2.649,3.72,4399.0
38.808,0.179,2.636,3.372,4399.1
38.793,0.186,2.628,2.908,4399.2
38.252,0.193,2.62,2.976,4399.3
40.228,0.202,2.608,2.858,4399.4
40.527,0.209,2.591,2.85,4399.5
39.575,0.215,2.575,2.752,4399.6
39.981,0.22,2.567,2.788,4399.7
40.352,0.224,2.564,2.419,4399.8
39.96,0.223,2.564,2.094,4399.9
39.76,0.222,2.564,2.01,4400.0
41.11,0.222,2.562,2.064,4400.1
40.693,0.222,2.558,2.011,4400.2
39.56,0.225,2.556,1.981,4400.3
38.845,0.225,2.558,1.945,4400.4
38.08,0.222,2.561,2.058,4400.5
38.105,0.219,2.562,1.999,4400.6
38.017,0.216,2.561,1.903,4400.7
39.437,0.213,2.562,1.972,4400.8
39.086,0.209,2.567,2.107,4400.9
37.282,0.206,2.573,2.256,4401.0
37.161,0.204,2.576,2.194,4401.1
38.525,0.194,2.574,2.245,4401.2
36.358,0.188,2.569,2.269,4401.3
35.018,0.182,2.562,2.293,4401.4
36.604,0.177,2.555,2.099,4401.5
37.283,0.177,2.546,2.443,4401.6
36.017,0.176,2.54,3.351,4401.7
36.341,0.179,2.541,4.134,4401.8
36.369,0.18,2.549,4.076,4401.9
35.059,0.178,2.566,4.715,4402.0
36.53,0.177,2.588,4.755,4402.1
37.377,0.175,2.61,4.301,4402.2
34.21,0.17,2.626,4.679,4402.3
33.123,0.166,2.631,5.383,4402.4
34.561,0.161,2.626,6.696,4402.5
34.096,0.16,2.618,6.291,4402.6
33.817,0.161,2.612,6.248,4402.7
33.814,0.159,2.609,5.44,4402.8
32.66,0.159,2.608,4.694,4402.9
34.374,0.159,2.608,4.249,4403.0
35.932,0.164,2.61,4.55,4403.1
35.918,0.166,2.614,4.338,4403.2
35.647,0.167,2.617,3.804,4403.3
34.798,0.169,2.615,3.961,4403.4
36.831,0.173,2.61,4.315,4403.5
38.893,0.176,2.599,3.789,4403.6
39.866,0.18,2.587,2.825,4403.7
38.835,0.182,2.575,2.765,4403.8
39.975,0.183,2.571,2.801,4403.9
40.754,0.185,2.576,2.738,4404.0
39.027,0.187,2.588,2.926,4404.1
37.331,0.188,2.604,2.91,4404.2
38.33,0.186,2.619,2.999,4404.3
37.888,0.186,2.631,3.001,4404.4
36.56,0.187,2.636,3.167,4404.5
36.424,0.193,2.636,3.359,4404.6
36.449,0.2,2.631,3.144,4404.7
34.529,0.207,2.62,2.613,4404.8
34.388,0.212,2.603,2.239,4404.9
36.76,0.22,2.581,1.869,4405.0
39.2,0.23,2.56,1.587,4405.1
38.607,0.234,2.545,1.457,4405.2
36.701,0.231,2.535,1.447,4405.3
35.374,0.231,2.529,1.601,4405.4
34.759,0.229,2.528,1.692,4405.5
35.709,0.226,2.527,1.82,4405.6
39.37,0.221,2.524,1.654,4405.7
40.881,0.217,2.518,1.538,4405.8
41.033,0.211,2.511,1.563,4405.9
40.353,0.21,2.509,1.603,4406.0
39.186,0.211,2.514,1.64,4406.1
38.134,0.214,2.524,1.598,4406.2
38.294,0.216,2.532,1.622,4406.3
38.257,0.215,2.536,1.538,4406.4
37.889,0.214,2.532,1.44,4406.5
36.782,0.211,2.525,1.318,4406.6
34.977,0.212,2.523,1.255,4406.7
33.532,0.208,2.529,1.256,4406.8
32.093,0.206,2.54,1.259,4406.9
31.687,0.205,2.544,1.313,4407.0
33.079,0.204,2.537,1.374,4407.1
32.978,0.202,2.523,1.406,4407.2
34.087,0.204,2.507,1.312,4407.3
36.367,0.205,2.498,1.255,4407.4
37.014,0.205,2.495,1.152,4407.5
36.06,0.208,2.496,1.103,4407.6
34.657,0.208,2.498,1.101,4407.7
34.504,0.208,2.498,1.116,4407.8
34.985,0.213,2.498,1.153,4407.9
34.845,0.218,2.499,1.147,4408.0
36.488,0.221,2.5,1.172,4408.1
36.878,0.221,2.501,1.103,4408.2
36.249,0.221,2.504,1.002,4408.3
35.03,0.221,2.513,0.985,4408.4
33.892,0.222,2.526,1.024,4408.5
33.215,0.222,2.534,1.085,4408.6
33.732,0.22,2.534,1.236,4408.7
34.425,0.216,2.526,1.276,4408.8
35.526,0.212,2.516,1.276,4408.9
36.091,0.21,2.504,1.256,4409.0
37.791,0.208,2.489,1.216,4409.1
38.759,0.209,2.474,1.194,4409.2
38.78,0.21,2.461,1.128,4409.3
36.747,0.208,2.453,1.052,4409.4
39.668,0.209,2.45,1.011,4409.5
39.177,0.215,2.45,1.002,4409.6
37.554,0.219,2.453,0.986,4409.7
37.438,0.224,2.458,0.962,4409.8
37.314,0.227,2.467,0.935,4409.9
36.56,0.229,2.483,0.961,4410.0
36.342,0.233,2.503,0.979,4410.1
36.391,0.234,2.521,1.018,4410.2
36.757,0.233,2.53,1.123,4410.3
36.897,0.231,2.531,1.136,4410.4
36.26,0.231,2.528,1.084,4410.5
36.243,0.231,2.519,1.023,4410.6
36.681,0.23,2.502,0.986,4410.7
36.511,0.228,2.48,0.962,4410.8
38.156,0.225,2.459,0.958,4410.9
38.535,0.224,2.444,0.982,4411.0
40.543,0.221,2.436,1.016,4411.1
40.224,0.217,2.434,1.056,4411.2
41.219,0.214,2.435,1.064,4411.3
42.245,0.213,2.435,1.086,4411.4
41.668,0.215,2.433,1.103,4411.5
42.311,0.216,2.431,1.088,4411.6
42.626,0.217,2.432,1.063,4411.7
42.306,0.217,2.437,1.106,4411.8
41.726,0.217,2.444,1.131,4411.9
42.172,0.215,2.449,1.121,4412.0
42.61,0.213,2.449,1.076,4412.1
44.897,0.211,2.445,1.073,4412.2
45.498,0.21,2.438,1.063,4412.3
45.755,0.207,2.432,1.054,4412.4
45.192,0.205,2.427,1.064,4412.5
44.031,0.207,2.425,1.072,4412.6
42.285,0.207,2.423,1.09,4412.7
42.092,0.207,2.421,1.102,4412.8
42.736,0.206,2.42,1.103,4412.9
44.756,0.207,2.419,1.102,4413.0
44.164,0.208,2.419,1.087,4413.1
43.252,0.205,2.419,1.072,4413.2
44.022,0.204,2.421,1.058,4413.3
44.544,0.201,2.424,1.038,4413.4
43.298,0.199,2.428,1.031,4413.5
43.931,0.2,2.431,1.03,4413.6
43.672,0.202,2.433,1.105,4413.7
42.687,0.202,2.434,1.165,4413.8
42.776,0.2,2.436,1.195,4413.9
