DEPTH,DT,GR,NPHI,RHOB,RT,DEPTH
1413.8148,149.376403,142.246795,0.3964,1.91639995,0.91369998,1413.8148
1413.9672,151.679595,139.880996,0.44190001,1.90989995,0.66329997,1413.9672
1414.1196,145.931594,142.4393,0.4334,1.91030001,0.81339997,1414.1196
1414.272,142.492904,140.898895,0.45899999,1.91089999,0.68599998,1414.272
1414.4244,147.543899,134.847,0.42429998,1.89649999,0.819,1414.4244
1414.5768,147.4906,127.337097,0.43259999,1.90190005,0.93049997,1414.5768
1414.7292,145.424804,125.659103,0.4393,1.89839994,1.11290001,1414.7292
1414.8816,144.434997,126.676902,0.4521,1.90550005,1.11720001,1414.8816
1415.034,135.436203,128.960205,0.46209999,1.8887,1.26100003,1415.034
1415.1864,137.281906,128.052398,0.5356,1.87220001,1.13409996,1415.1864
1415.3388,135.783706,126.291801,0.61540001,1.85720002,1.35909998,1415.3388
1415.4912,136.096893,125.7416,0.54839998,1.86689996,1.12300002,1415.4912
1415.6436,133.656204,128.960098,0.48930001,1.88010001,1.22080004,1415.6436
1415.796,134.214904,131.435897,0.47929999,1.90289998,1.15910005,1415.796
1415.9484,141.096099,132.178604,0.4995,1.91890001,1.45529997,1415.9484
1416.1008,137.436004,131.545898,0.49759998,1.93859994,1.24409997,1416.1008
1416.2532,134.248199,133.664093,0.42019999,1.96109998,1.22769999,1416.2532
1416.4056,127.413101,136.800094,0.37369999,1.96229994,1.18200004,1416.4056
1416.558,118.089302,138.175506,0.32109999,1.95850002,1.13160002,1416.558
1416.7104,110.2406,134.049194,0.34040001,1.95749998,1.42999994,1416.7104
1416.8628,110.947601,129.647903,0.37119999,1.98220002,1.14779996,1416.8628
1417.0152,111.438301,126.346801,0.39430001,2.02870011,1.13090002,1417.0152
1417.1676,111.555397,129.372802,0.3587,2.05699992,1.34329998,1417.1676
1417.32,111.458297,133.196502,0.3409,2.0617001,0.99220001,1417.32
1417.4724,107.892303,136.1949,0.3815,2.05200004,1.06560003,1417.4724
1417.6248,114.270103,134.269302,0.4228,2.05529999,0.86979997,1417.6248
1417.7772,119.186996,131.353393,0.43200001,2.0690999,0.88169997,1417.7772
1417.9296,120.993698,132.288696,0.41899999,2.06680011,0.83009999,1417.9296
1418.082,124.846603,135.1221,0.4361,2.08380007,0.84969997,1418.082
1418.2344,113.563102,137.762893,0.4018,2.1006,0.94800001,1418.2344
1418.3868,107.362297,135.837295,0.38809999,2.11260008,0.90719997,1418.3868
1418.5392,108.504203,130.885803,0.37409999,2.09179997,0.94980001,1418.5392
1418.6916,123.739402,124.6688,0.43909999,2.05480003,1.04540002,1418.6916
1418.844,136.978607,122.908302,0.4052,2.04019999,0.95169997,1418.844
1418.9964,138.645599,124.476303,0.4343,2.04239988,0.86549997,1418.9964
1419.1488,137.578399,130.968307,0.46189999,2.03550004,0.83960002,1419.1488
1419.3012,139.974899,136.387496,0.47009998,2.02600002,0.898,1419.3012
1419.4536,137.901397,139.028305,0.4713,1.99479997,0.9591,1419.4536
1419.606,137.822799,135.837295,0.41019999,1.98049998,1.04799997,1419.606
1419.7584,134.796997,131.435897,0.43819999,1.94509994,1.06770002,1419.7584
1419.9108,134.336502,130.720703,0.4201,1.90769994,1.00150001,1419.9108
1420.0632,131.205703,129.537796,0.46830001,1.87150001,1.09959995,1420.0632
1420.2156,134.116699,131.463394,0.47889998,1.86940002,1.08879995,1420.2156
1420.368,137.375198,133.196502,0.44780001,1.89479994,1.50929999,1420.368
1420.5204,139.551803,135.011993,0.38999998,1.92579996,0.86769998,1420.5204
1420.6728,143.495605,136.855102,0.3262,1.92200005,1.03859996,1420.6728
1420.8252,142.704193,137.322692,0.31779998,1.90269994,1.12209999,1420.8252
1420.9776,134.131393,137.983001,0.3517,1.88170003,0.91869997,1420.9776
1421.13,137.965194,135.314605,0.42789998,1.86730003,0.8664,1421.13
1421.2824,140.415695,132.3712,0.42899999,1.85029995,1.03159999,1421.2824
1421.4348,140.415695,131.710998,0.43209999,1.85070002,1.11759996,1421.4348
1421.5872,140.361694,133.554092,0.33259999,1.85959994,1.12839996,1421.5872
1421.7396,138.430603,137.240203,0.37729999,1.8772,1.02989995,1421.7396
1421.892,143.8824,140.541198,0.3982,1.89349997,1.0762,1421.892
1422.0444,143.277603,135.314605,0.53070002,1.9002,0.90469998,1422.0444
1422.1968,141.799102,129.702896,0.6031,1.89859998,0.94950002,1422.1968
1422.3492,142.954605,121.175201,0.51429998,1.87010002,1.19560003,1422.3492
1422.5016,143.897094,119.332099,0.4979,1.84839999,0.96969997,1422.5016
1422.654,143.906997,121.725402,0.5363,1.83140003,1.02849996,1422.654
